season,game_id,period,team,teamCode,shooterName,shotType,xCordAdjusted,yCordAdjusted,shotDistance,shotAngleAdjusted,shotRebound,shotRush,shotOnEmptyNet,homeSkatersOnIce,awaySkatersOnIce,goal
2023,20110,2,HOME,NYR,Player248,DEFLECTED,60.8,-45.3,53.3,58.1,0,1,0,5,5,0
2023,20797,1,HOME,VGK,Player249,WRIST,84.9,15.7,16.2,75.2,0,0,0,5,5,0
2022,20929,3,AWAY,TOR,Player0,WRIST,61.0,-14.5,31.5,27.3,0,0,0,5,5,0
2023,20881,1,HOME,TOR,Player1,WRIST,80.6,-11.5,14.2,54.0,0,0,0,5,5,0
2023,20205,1,AWAY,MTL,Player2,BACKHAND,83.6,4.0,6.7,36.0,0,0,0,5,5,0
2022,21241,1,HOME,BOS,Player3,WRIST,39.6,30.1,57.9,31.4,0,0,0,5,4,0
2022,20447,3,HOME,CAR,Player4,WRIST,82.3,-41.1,41.7,80.7,0,1,0,4,5,0
2023,20567,3,HOME,TOR,Player5,WRIST,75.1,13.9,19.6,44.9,0,0,0,5,5,0
2022,20400,1,HOME,COL,Player6,WRIST,83.0,19.5,20.4,73.0,0,0,0,5,5,0
2023,20124,2,HOME,TOR,Player7,WRIST,67.9,-16.0,26.5,37.2,0,1,0,6,5,0
2023,20704,3,AWAY,NYR,Player8,WRIST,75.8,8.1,15.5,31.7,0,1,0,5,5,1
2022,20533,3,HOME,PIT,Player9,WRIST,80.6,14.6,16.8,60.2,0,0,0,5,4,0
2023,20977,3,AWAY,PIT,Player10,WRIST,75.6,10.7,17.2,38.7,0,0,0,5,5,0
2023,20739,3,HOME,NYR,Player11,WRIST,67.1,-6.5,22.9,16.4,0,0,0,5,5,0
2022,20449,1,AWAY,MTL,Player12,SNAP,79.7,-28.2,29.7,71.8,0,0,0,4,5,0
2023,20802,2,AWAY,PIT,Player13,WRIST,76.6,5.7,13.7,24.8,0,0,0,5,5,0
2023,20302,2,HOME,TBL,Player14,BACKHAND,73.8,20.1,25.2,52.9,1,0,0,5,5,0
2023,20717,1,AWAY,MTL,Player15,TIP-IN,54.0,27.5,44.5,38.2,0,0,0,6,5,0
2022,20922,2,HOME,TBL,Player16,BACKHAND,65.9,28.8,36.9,51.3,0,1,0,5,5,0
2023,20188,1,HOME,TOR,Player17,WRIST,72.8,11.4,19.8,35.1,0,0,0,4,4,0
2022,20776,3,HOME,EDM,Player18,WRIST,76.4,-7.7,14.7,31.4,0,0,0,5,4,0
2023,20270,2,HOME,PIT,Player19,WRIST,50.0,-16.6,42.4,23.0,0,1,0,5,5,0
2023,20906,3,AWAY,CAR,Player20,SLAP,51.4,-31.7,49.2,40.1,0,0,0,5,5,0
2023,21196,2,AWAY,TOR,Player21,WRIST,86.9,-11.6,11.8,79.6,0,0,0,5,5,0
2022,20105,1,HOME,VGK,Player22,SLAP,46.6,24.4,48.9,29.9,0,0,0,5,4,0
2022,20934,3,AWAY,EDM,Player23,WRIST,78.8,-7.9,12.9,37.8,0,0,0,5,5,0
2023,20749,1,AWAY,VGK,Player24,WRIST,62.1,24.3,36.3,42.1,0,0,0,4,5,0
2022,21014,2,AWAY,NYR,Player25,WRIST,68.8,19.9,28.3,44.6,0,0,0,5,5,0
2022,20955,3,HOME,TBL,Player26,TIP-IN,68.5,20.5,29.0,45.0,0,1,0,5,5,0
2022,20554,2,AWAY,TBL,Player27,SNAP,82.8,-9.0,10.9,55.1,0,0,0,5,5,0
2022,20026,2,HOME,CAR,Player28,TIP-IN,87.0,15.2,15.3,82.3,0,0,0,5,5,1
2022,20382,2,HOME,MTL,Player29,WRIST,86.9,-2.4,3.2,49.2,0,0,0,5,5,0
2023,21191,2,HOME,BOS,Player30,SLAP,80.9,-9.7,12.7,50.0,0,0,0,5,5,0
2023,20342,2,AWAY,TOR,Player31,WRIST,81.4,-9.2,11.9,50.5,0,0,0,5,5,0
2023,21232,2,HOME,MTL,Player32,DEFLECTED,77.9,-24.0,26.4,65.1,0,0,0,5,5,0
2023,20762,1,AWAY,NYR,Player33,WRIST,72.3,8.9,19.0,28.1,0,0,0,5,5,0
2023,21284,3,AWAY,CAR,Player34,WRIST,85.3,-20.3,20.7,79.7,0,0,0,5,5,0
2023,21069,2,AWAY,COL,Player35,SLAP,61.0,-39.3,48.2,54.5,0,0,0,5,5,0
2023,20646,3,HOME,CAR,Player36,WRIST,79.3,-16.6,19.2,59.7,0,0,0,5,5,0
2023,21111,2,AWAY,TOR,Player37,WRIST,45.1,-35.6,56.6,39.1,0,0,0,5,5,0
2023,21262,2,AWAY,VGK,Player38,WRIST,71.0,-5.5,18.9,17.0,0,0,0,5,5,0
2022,20349,2,AWAY,VGK,Player39,WRIST,79.9,4.0,10.0,23.5,0,0,0,5,5,0
2023,20812,1,HOME,VGK,Player40,WRIST,79.8,12.4,15.4,53.5,0,0,0,5,5,0
2023,21111,1,AWAY,COL,Player41,SLAP,75.0,12.1,18.5,41.0,0,0,0,5,5,0
2023,20723,1,HOME,TBL,Player42,SLAP,68.0,-12.8,24.6,31.5,0,0,0,5,5,0
2022,21089,3,AWAY,TOR,Player43,SNAP,58.7,-11.1,32.3,20.1,0,0,0,5,5,0
2023,20783,2,HOME,VGK,Player44,WRIST,65.3,24.8,34.3,46.3,0,0,0,5,5,0
2023,20729,3,HOME,PIT,Player45,WRIST,64.2,-10.7,27.0,23.2,0,1,0,4,5,0
2022,20430,1,HOME,TOR,Player46,WRIST,83.1,-9.8,11.4,59.2,0,0,0,5,5,1
2023,21209,1,HOME,VGK,Player47,SLAP,78.5,24.2,26.3,66.6,0,0,0,5,5,0
2022,20761,1,AWAY,EDM,Player48,WRIST,80.2,-20.4,22.2,66.8,0,0,0,5,5,0
2022,20574,2,HOME,EDM,Player49,SLAP,81.5,15.6,17.3,64.4,0,0,0,5,5,0
2022,20598,1,AWAY,MTL,Player50,SLAP,85.2,13.9,14.4,74.8,0,0,0,5,5,0
2022,20597,2,AWAY,BOS,Player51,WRIST,70.9,37.6,41.7,64.2,0,0,1,5,5,0
2022,20612,1,HOME,BOS,Player52,SNAP,59.8,3.4,29.4,6.6,0,0,0,5,5,0
2022,20193,3,AWAY,TOR,Player53,WRIST,79.2,-3.6,10.4,20.1,1,0,0,5,4,0
2022,21088,2,AWAY,TOR,Player54,WRIST,31.7,-22.7,61.6,21.6,0,0,0,5,5,0
2023,20232,1,HOME,EDM,Player55,WRIST,73.5,-9.6,18.2,31.7,0,1,0,5,4,0
2023,20322,2,HOME,TBL,Player56,WRIST,67.9,-8.0,22.6,20.8,0,0,0,5,5,0
2022,20191,3,AWAY,PIT,Player57,SNAP,83.6,7.7,9.4,55.1,0,0,0,5,5,0
2023,20478,3,HOME,TBL,Player58,TIP-IN,82.9,0.8,6.1,7.8,0,0,0,4,5,0
2023,21046,3,AWAY,CAR,Player59,BACKHAND,86.7,-6.2,6.6,69.7,0,0,0,5,5,0
2023,20867,1,AWAY,EDM,Player60,WRIST,84.5,5.0,6.7,47.9,0,0,0,5,5,0
2022,21080,1,HOME,COL,Player61,WRIST,77.4,-21.2,24.2,61.2,0,1,0,5,5,0
2023,20576,3,AWAY,VGK,Player62,BACKHAND,86.8,-2.5,3.3,48.8,0,0,0,6,5,0
2023,20470,2,HOME,CAR,Player63,DEFLECTED,54.6,40.9,53.5,50.0,0,0,0,5,5,0
2022,20987,1,AWAY,VGK,Player64,BACKHAND,83.3,4.3,7.2,36.8,0,0,0,5,5,0
2022,20972,3,AWAY,MTL,Player65,TIP-IN,77.0,13.2,17.8,47.8,0,0,0,5,5,0
2023,21038,1,HOME,TOR,Player66,WRIST,66.1,-13.8,26.8,31.1,0,0,0,4,5,0
2023,21224,1,HOME,EDM,Player67,WRIST,48.4,-61.7,73.9,56.7,0,0,0,5,5,0
2022,20095,1,HOME,VGK,Player68,WRIST,83.4,10.0,11.4,60.9,0,0,0,5,5,0
2022,20410,1,AWAY,MTL,Player69,SLAP,69.7,-30.4,36.0,57.6,0,0,0,5,3,0
2023,20543,1,AWAY,VGK,Player70,WRIST,83.9,6.7,8.5,52.7,0,0,0,5,5,0
2022,20007,3,HOME,EDM,Player71,WRIST,84.3,-12.0,12.9,68.6,0,0,0,5,5,0
2022,21188,1,HOME,PIT,Player72,WRIST,76.5,13.5,18.4,47.3,0,0,0,5,5,0
2023,21197,1,HOME,BOS,Player73,DEFLECTED,83.4,8.0,9.8,54.6,0,0,0,5,6,0
2023,20897,3,HOME,MTL,Player74,WRIST,84.8,-15.1,15.6,74.4,0,0,0,5,5,1
2022,20407,1,AWAY,VGK,Player75,WRIST,72.3,-10.8,19.9,33.0,0,0,0,5,5,0
2022,20558,2,AWAY,BOS,Player76,SLAP,65.1,24.9,34.5,46.1,0,0,0,5,5,0
2023,20656,2,HOME,MTL,Player77,SLAP,72.7,-33.3,37.1,63.9,0,0,0,5,5,0
2022,20012,3,AWAY,COL,Player78,WRIST,67.3,17.3,27.7,38.5,0,0,0,5,5,0
2023,20834,2,HOME,CAR,Player79,SNAP,81.2,-10.1,12.8,52.3,0,0,0,5,5,0
2023,21291,1,HOME,EDM,Player80,SNAP,80.2,7.2,11.4,39.2,0,0,0,5,5,0
2022,20662,3,HOME,PIT,Player81,BACKHAND,80.6,12.3,14.9,55.8,0,0,0,5,4,0
2022,20649,2,HOME,PIT,Player82,DEFLECTED,80.8,-5.4,9.8,33.6,0,0,0,5,5,0
2022,21181,3,AWAY,PIT,Player83,BACKHAND,67.5,18.4,28.3,40.6,1,0,0,4,5,0
2023,20857,1,AWAY,PIT,Player84,SNAP,76.3,-17.9,22.0,54.6,0,0,0,5,5,0
2023,20571,3,HOME,NYR,Player85,TIP-IN,62.8,20.1,33.0,37.5,0,0,0,5,5,0
2022,20585,3,AWAY,COL,Player86,WRIST,87.4,-12.7,12.8,83.0,0,0,0,5,6,0
2022,20029,3,HOME,TOR,Player87,WRIST,74.2,19.5,24.5,52.7,0,0,0,5,5,0
2023,21207,1,HOME,COL,Player88,WRIST,61.7,-45.8,53.3,59.2,0,0,0,5,5,0
2023,21131,2,AWAY,PIT,Player89,WRIST,71.1,25.6,31.3,55.1,0,0,0,5,5,0
2023,20068,1,HOME,TOR,Player90,WRIST,68.1,-8.1,22.5,21.3,0,0,0,5,5,0
2023,21127,1,AWAY,TOR,Player91,WRIST,83.6,-10.9,12.1,63.5,0,0,0,5,4,0
2023,20489,2,AWAY,COL,Player92,WRIST,65.2,-26.0,35.3,47.5,0,0,0,5,5,0
2022,20634,3,HOME,NYR,Player93,WRIST,87.4,5.7,5.9,74.3,0,1,0,5,5,1
2022,21147,1,HOME,MTL,Player94,WRIST,20.9,42.0,80.0,31.7,0,0,0,5,4,0
2022,20694,1,HOME,TBL,Player95,SLAP,87.0,-9.3,9.5,78.1,0,0,0,5,5,0
2023,20702,3,AWAY,MTL,Player96,WRIST,79.1,-1.8,10.0,10.4,0,0,0,5,5,0
2022,20200,1,HOME,TBL,Player97,WRIST,76.9,-23.4,26.4,62.6,0,0,0,5,4,0
2023,20750,1,HOME,CAR,Player98,SNAP,83.6,-9.3,10.7,59.6,0,0,0,5,6,0
2023,21291,1,HOME,COL,Player99,WRIST,87.3,-8.6,8.8,78.7,0,0,0,5,5,0
2023,20161,2,AWAY,NYR,Player100,BACKHAND,73.6,-25.5,29.7,58.9,0,0,0,5,5,0
2023,20173,3,HOME,EDM,Player101,DEFLECTED,61.6,20.6,34.3,37.0,0,0,0,4,5,0
2022,21211,3,HOME,CAR,Player102,WRIST,66.5,-11.7,25.3,27.5,0,0,0,5,5,0
2023,20939,1,AWAY,EDM,Player103,BACKHAND,82.6,5.2,8.3,39.0,0,0,0,5,5,0
2022,20459,3,HOME,TBL,Player104,BACKHAND,72.1,17.1,24.1,45.2,1,0,0,4,5,0
2022,20880,2,HOME,BOS,Player105,WRIST,61.3,16.0,32.0,29.9,0,0,0,4,5,0
2022,20957,1,HOME,TOR,Player106,SLAP,82.7,19.1,20.1,71.6,0,0,0,5,5,0
2022,20840,1,AWAY,VGK,Player107,WRIST,54.5,-10.2,36.0,16.6,0,1,0,5,6,0
2023,20836,2,HOME,MTL,Player108,WRIST,77.5,-15.6,19.4,53.6,0,0,0,5,5,0
2023,21017,1,HOME,TBL,Player109,WRIST,87.5,3.7,4.0,67.8,0,0,0,5,5,0
2023,21065,1,AWAY,BOS,Player110,WRIST,68.7,12.3,23.8,31.2,0,0,0,5,5,0
2023,20010,1,HOME,COL,Player111,DEFLECTED,78.0,38.9,40.5,74.2,0,0,0,5,4,0
2022,21167,1,HOME,CAR,Player112,BACKHAND,75.5,6.0,14.7,23.9,0,0,0,5,4,0
2022,20579,1,AWAY,VGK,Player113,TIP-IN,83.7,17.5,18.3,73.3,0,0,0,5,5,0
2023,20415,1,AWAY,COL,Player114,WRIST,86.9,1.7,2.7,39.3,0,1,0,5,5,1
2022,20068,1,AWAY,CAR,Player115,WRIST,83.1,-14.8,15.9,68.4,0,0,0,6,5,0
2022,20101,2,HOME,NYR,Player116,WRIST,65.1,-16.3,28.9,34.3,0,0,0,5,5,0
2023,21156,3,HOME,TBL,Player117,WRIST,77.5,16.5,20.1,55.2,0,0,0,5,5,0
2023,20402,3,AWAY,EDM,Player118,BACKHAND,57.7,-24.3,39.6,37.7,0,0,0,5,5,0
2022,20104,3,HOME,EDM,Player119,WRIST,82.6,-16.4,17.6,68.6,0,1,0,5,3,0
2023,20137,1,AWAY,PIT,Player120,SNAP,55.7,-35.8,48.9,47.1,0,1,0,4,5,0
2022,20520,1,HOME,TBL,Player121,WRIST,78.5,3.9,11.2,20.4,0,0,0,5,5,0
2022,21269,1,HOME,NYR,Player122,WRIST,86.5,-8.3,8.7,73.1,0,0,0,5,5,0
2023,21024,3,HOME,VGK,Player123,WRIST,80.2,-23.9,25.5,69.7,0,0,0,5,5,0
2022,20995,1,AWAY,EDM,Player124,WRIST,43.4,41.8,61.9,42.5,0,1,0,5,5,0
2023,20544,3,AWAY,EDM,Player125,WRIST,52.4,-17.6,40.7,25.7,0,0,0,4,5,0
2022,20421,3,AWAY,TBL,Player126,WRIST,75.8,-7.0,15.0,27.9,0,0,0,5,4,0
2023,21085,1,HOME,PIT,Player127,WRIST,85.2,0.6,3.8,8.7,0,0,0,5,5,0
2023,20980,3,HOME,TBL,Player128,WRIST,81.7,-6.9,10.1,43.6,0,1,0,5,5,0
2022,21024,2,HOME,VGK,Player129,BACKHAND,73.5,14.0,20.9,42.0,0,1,0,3,5,0
2022,21122,3,HOME,TOR,Player130,WRIST,71.5,60.9,63.4,73.9,0,0,0,5,4,0
2022,20245,2,HOME,COL,Player131,TIP-IN,72.6,-16.7,23.4,45.5,0,0,0,5,4,0
2022,20743,2,AWAY,COL,Player132,SNAP,65.0,22.7,33.0,43.4,0,0,0,5,5,0
2022,20540,2,AWAY,BOS,Player133,WRIST,76.1,6.8,14.6,27.9,0,0,0,5,5,0
2023,21129,1,HOME,EDM,Player134,SNAP,77.5,14.3,18.4,51.1,0,0,0,5,5,0
2023,20404,2,AWAY,TOR,Player135,WRIST,58.7,10.7,32.1,19.5,0,1,0,6,5,0
2022,20280,2,AWAY,TOR,Player136,SLAP,61.2,11.1,29.9,21.7,1,0,0,5,5,0
2022,20279,1,AWAY,CAR,Player137,DEFLECTED,72.8,15.5,22.4,43.6,0,0,0,5,5,0
2022,20925,2,HOME,BOS,Player138,TIP-IN,85.4,-37.9,38.1,84.5,0,0,0,5,5,0
2022,20292,3,HOME,BOS,Player139,WRAP-AROUND,65.6,-26.5,35.3,48.6,0,0,0,5,5,0
2023,20324,2,HOME,MTL,Player140,BACKHAND,67.6,18.8,28.5,41.3,0,0,0,5,5,0
2023,20814,3,AWAY,VGK,Player141,WRIST,85.2,14.5,14.9,75.3,0,0,0,5,5,0
2023,20811,1,AWAY,TOR,Player142,WRIST,86.1,6.5,7.1,66.0,0,0,0,5,5,0
2022,21044,3,HOME,VGK,Player143,SLAP,83.2,-4.8,7.5,39.7,0,0,0,5,5,0
2023,20012,1,HOME,MTL,Player144,WRAP-AROUND,52.8,-26.7,45.0,36.4,0,0,0,5,5,0
2023,20845,3,AWAY,TOR,Player145,SLAP,71.1,-18.7,25.9,46.3,0,0,0,5,5,0
2023,20805,3,HOME,MTL,Player146,WRIST,68.1,2.3,21.1,6.4,0,0,0,5,4,0
2022,20765,1,AWAY,BOS,Player147,WRIST,85.7,1.5,3.6,24.4,0,0,1,5,5,0
2023,21033,1,HOME,TOR,Player148,WRIST,71.4,21.4,27.7,50.6,0,0,0,5,5,0
2022,20044,3,AWAY,PIT,Player149,WRIST,79.7,4.8,10.4,27.3,0,0,0,5,5,0
2023,20382,1,HOME,VGK,Player150,SNAP,76.9,-19.1,22.6,57.6,0,0,0,5,5,0
2022,20927,2,AWAY,CAR,Player151,TIP-IN,55.2,14.0,36.5,22.4,0,0,0,5,5,0
2022,20486,3,AWAY,TOR,Player152,WRIST,67.4,-33.5,39.9,57.2,0,0,0,5,5,0
2023,20868,1,AWAY,BOS,Player153,SLAP,72.7,-15.6,22.6,43.8,0,0,0,5,5,1
2022,20322,1,HOME,EDM,Player154,WRIST,55.5,16.6,37.4,26.3,0,0,0,5,4,0
2022,20486,1,HOME,PIT,Player155,SNAP,67.8,13.9,25.3,33.3,0,0,0,5,5,0
2022,20070,1,AWAY,BOS,Player156,SNAP,59.2,-9.7,31.4,18.1,0,1,0,5,5,0
2023,21097,1,HOME,TOR,Player157,WRIST,75.4,30.4,33.3,65.9,0,1,0,5,5,0
2022,21162,2,AWAY,BOS,Player158,WRAP-AROUND,85.4,-23.1,23.4,81.1,0,0,0,4,5,0
2022,20907,2,HOME,BOS,Player159,WRIST,83.7,-4.8,7.2,42.2,0,0,0,5,3,0
2022,21151,1,HOME,MTL,Player160,WRIST,85.7,10.6,11.1,72.9,0,0,0,4,5,0
2022,20851,1,HOME,PIT,Player161,WRIST,54.6,-20.8,40.2,31.1,0,0,0,5,5,0
2023,20905,2,HOME,PIT,Player162,WRAP-AROUND,80.0,-3.9,9.8,23.3,0,0,0,5,5,0
2022,20029,2,AWAY,PIT,Player163,TIP-IN,76.5,41.4,43.3,73.2,0,0,0,5,5,0
2022,20191,2,HOME,BOS,Player164,WRIST,68.4,18.8,27.9,42.5,0,0,0,5,5,0
2022,20904,2,AWAY,MTL,Player165,WRIST,67.5,21.1,30.1,44.4,0,0,0,5,5,0
2023,20404,1,HOME,VGK,Player166,WRIST,82.6,-22.1,23.0,73.7,0,1,0,5,5,0
2022,20295,3,AWAY,NYR,Player167,SNAP,85.0,3.2,5.2,38.6,0,0,0,5,5,0
2022,20739,3,HOME,TOR,Player168,BACKHAND,76.3,9.5,15.9,36.7,0,0,0,5,5,0
2023,20112,2,HOME,MTL,Player169,BACKHAND,76.1,-15.3,20.0,49.8,0,0,0,5,5,0
2023,20400,2,HOME,PIT,Player170,WRIST,81.3,-24.3,25.5,72.5,0,0,0,5,5,0
2023,20101,3,HOME,COL,Player171,WRIST,87.4,-2.4,2.8,56.0,0,0,0,5,6,0
2023,21161,2,AWAY,COL,Player172,WRIST,46.1,26.0,50.2,31.2,1,0,0,5,5,0
2022,20218,3,AWAY,PIT,Player173,TIP-IN,65.3,24.0,33.8,45.4,0,0,0,3,5,0
2023,21218,2,AWAY,BOS,Player174,SLAP,40.4,38.1,61.7,38.1,0,0,0,5,5,0
2023,20326,1,AWAY,BOS,Player175,WRIST,81.5,-9.6,12.2,52.2,0,0,0,5,5,0
2023,20015,2,AWAY,MTL,Player176,WRIST,87.2,-12.2,12.3,81.7,0,0,0,6,4,0
2022,20418,3,HOME,VGK,Player177,BACKHAND,83.5,6.9,8.9,51.4,0,0,0,5,4,0
2022,20938,1,AWAY,VGK,Player178,WRIST,74.8,-5.6,15.3,21.6,0,0,0,5,5,0
2022,20732,1,HOME,TBL,Player179,WRIST,82.7,33.1,33.7,79.2,0,0,0,5,6,0
2023,20521,3,AWAY,BOS,Player180,BACKHAND,75.3,53.5,55.3,75.7,0,0,0,5,5,0
2022,20407,1,HOME,CAR,Player181,WRIST,77.5,28.4,30.6,67.9,0,0,0,5,4,0
2022,20968,1,HOME,TBL,Player182,SNAP,87.5,-3.7,4.0,67.9,0,1,0,5,4,0
2022,20290,1,AWAY,TBL,Player183,TIP-IN,84.6,-10.8,11.7,67.7,0,0,0,4,5,0
2023,20398,1,AWAY,MTL,Player184,WRIST,68.0,-16.0,26.4,37.3,0,0,0,5,5,0
2022,20739,3,AWAY,TOR,Player185,WRIST,79.4,-8.4,12.8,41.2,0,0,0,5,5,0
2022,20673,1,AWAY,CAR,Player186,SNAP,82.6,-6.7,9.3,46.7,0,0,0,5,6,0
2022,20865,2,AWAY,VGK,Player187,BACKHAND,83.7,-4.8,7.1,42.2,0,0,0,5,3,0
2022,20521,3,HOME,PIT,Player188,WRIST,78.2,-27.8,29.9,68.7,0,0,0,5,5,0
2023,20513,1,AWAY,CAR,Player189,WRIST,54.1,33.3,48.2,43.6,0,0,0,5,4,0
2022,21128,3,HOME,COL,Player190,WRIST,63.3,-25.4,36.2,44.6,0,0,0,5,5,0
2022,20523,1,AWAY,TOR,Player191,SNAP,68.5,2.0,20.6,5.4,0,0,0,5,5,0
2022,20583,2,HOME,COL,Player192,WRIST,80.9,-6.3,10.3,37.8,0,0,0,4,5,0
2022,20985,3,AWAY,NYR,Player193,WRIST,84.8,3.1,5.2,36.8,0,0,0,4,5,0
2022,20254,1,AWAY,CAR,Player194,WRIST,65.9,-29.0,37.1,51.5,0,0,0,4,5,0
2022,20370,1,HOME,MTL,Player195,WRIST,69.1,30.0,35.9,56.4,0,0,0,5,5,0
2022,20849,2,AWAY,CAR,Player196,SNAP,88.0,17.6,17.6,86.6,0,0,0,5,5,0
2023,20420,2,HOME,COL,Player197,WRIST,70.3,12.2,22.3,33.2,0,0,0,5,5,0
2023,20995,2,HOME,TOR,Player198,TIP-IN,48.7,21.0,45.4,27.5,0,1,0,5,5,0
2022,21081,3,HOME,VGK,Player199,WRIST,79.3,4.7,10.8,26.0,0,0,0,5,5,0
2023,20125,3,HOME,MTL,Player200,SNAP,72.4,27.7,32.2,59.1,0,0,0,5,4,0
2022,20118,1,AWAY,TBL,Player201,DEFLECTED,71.5,-6.4,18.6,20.1,0,0,0,5,5,0
2023,20398,3,HOME,NYR,Player202,TIP-IN,76.1,12.1,17.7,43.3,0,0,0,5,5,0
2023,20130,2,HOME,TOR,Player203,WRIST,66.2,5.3,23.4,13.1,0,0,0,5,5,0
2023,21118,1,AWAY,BOS,Player204,TIP-IN,80.3,5.8,10.5,33.7,0,0,0,5,6,0
2023,21166,2,AWAY,MTL,Player205,WRIST,68.1,22.5,30.7,47.1,0,0,0,5,5,0
2023,20994,3,AWAY,EDM,Player206,WRIST,83.1,-16.6,17.6,70.5,0,0,0,4,5,0
2022,20904,1,AWAY,COL,Player207,TIP-IN,83.2,-9.3,11.0,58.2,0,0,0,4,5,0
2023,20232,1,HOME,NYR,Player208,WRIST,49.0,-66.3,77.4,58.9,0,1,0,5,4,0
2023,20504,3,HOME,NYR,Player209,SNAP,80.8,6.3,10.4,37.4,0,0,0,5,5,0
2023,20648,1,AWAY,TBL,Player210,SLAP,66.4,-26.8,35.1,49.8,0,1,0,5,5,0
2023,20189,1,AWAY,TOR,Player211,WRIST,75.1,23.5,27.3,59.5,0,0,0,6,5,0
2022,20699,1,HOME,VGK,Player212,WRIST,76.5,-15.4,19.9,50.9,0,0,0,5,5,0
2022,20699,3,HOME,BOS,Player213,BACKHAND,52.5,47.5,59.9,52.5,0,0,0,5,5,0
2022,20539,1,HOME,BOS,Player214,TIP-IN,73.8,-8.8,17.5,30.1,0,0,0,5,5,0
2023,21063,3,HOME,NYR,Player215,SNAP,86.8,31.2,31.2,86.0,0,0,0,5,5,0
2022,21009,3,AWAY,VGK,Player216,DEFLECTED,68.6,31.7,37.7,57.3,0,0,0,5,5,0
2022,21152,1,HOME,PIT,Player217,TIP-IN,49.9,20.4,44.1,27.6,0,0,0,5,5,0
2023,20253,2,AWAY,TBL,Player218,WRIST,80.4,12.8,15.5,56.2,0,0,0,6,4,0
2022,20714,3,HOME,VGK,Player219,SNAP,82.5,15.2,16.5,66.9,0,0,0,3,5,0
2023,20903,2,HOME,TBL,Player220,WRIST,68.2,-8.1,22.3,21.4,0,0,0,5,5,1
2023,21279,3,AWAY,BOS,Player221,WRIST,74.6,-37.2,39.8,68.9,0,0,0,5,5,0
2022,21187,1,AWAY,TOR,Player222,WRIST,79.5,11.1,14.6,49.4,0,0,0,5,5,0
2022,20104,2,HOME,EDM,Player223,WRIST,59.4,-15.8,33.6,28.1,0,0,0,4,5,0
2022,20943,3,AWAY,BOS,Player224,WRIST,71.8,-41.8,45.2,67.6,0,0,0,5,5,0
2023,20341,3,AWAY,BOS,Player225,WRIST,80.0,-9.5,13.1,46.7,0,0,0,5,5,0
2023,20690,3,HOME,COL,Player226,SLAP,74.7,4.5,15.0,17.4,1,0,0,5,5,0
2022,20077,1,HOME,EDM,Player227,WRIST,84.2,9.9,11.0,64.0,0,0,0,5,5,0
2023,20518,1,AWAY,NYR,Player228,SNAP,74.3,-9.0,17.2,31.6,0,0,0,5,5,0
2022,21081,2,HOME,PIT,Player229,WRIST,67.8,-23.1,31.3,47.4,1,0,0,6,5,0
2023,20426,3,AWAY,MTL,Player230,WRIST,70.9,19.3,26.5,46.9,0,0,0,5,5,0
2023,20127,2,AWAY,COL,Player231,WRIST,61.1,9.6,29.5,18.9,0,0,0,5,5,0
2022,20288,2,HOME,NYR,Player232,SNAP,64.8,-13.2,27.5,28.6,1,0,0,5,5,0
2022,20933,2,AWAY,EDM,Player233,TIP-IN,80.0,21.8,23.6,67.6,0,0,0,5,5,0
2022,20074,1,AWAY,EDM,Player234,DEFLECTED,50.4,15.2,41.4,21.5,0,0,0,5,5,0
2023,20181,3,HOME,MTL,Player235,WRIST,60.7,-7.7,29.3,15.2,0,0,0,5,5,0
2023,20791,2,AWAY,VGK,Player236,WRIST,80.3,5.6,10.3,32.8,0,0,0,5,5,0
2022,20074,2,HOME,BOS,Player237,WRIST,86.0,1.7,3.4,28.8,0,0,0,6,5,0
2023,20047,1,AWAY,COL,Player238,WRIST,76.7,-29.1,31.6,67.0,0,0,0,5,5,0
2022,20334,3,HOME,EDM,Player239,WRIST,62.4,-31.1,41.0,49.4,0,0,0,5,5,0
2022,20337,3,AWAY,TOR,Player240,SLAP,80.7,-4.8,9.6,30.3,0,0,0,5,5,0
2022,20962,3,HOME,EDM,Player241,WRIST,58.2,14.2,33.9,24.8,0,0,0,6,5,0
2023,20082,1,AWAY,BOS,Player242,WRIST,66.9,-17.8,28.4,38.9,0,0,0,5,5,0
2022,21039,1,HOME,PIT,Player243,WRIST,80.2,-12.6,15.4,55.1,0,0,0,5,4,0
2022,21117,1,AWAY,COL,Player244,WRIST,87.1,10.0,10.1,79.2,0,0,0,5,5,0
2022,20939,3,HOME,TOR,Player245,TIP-IN,81.3,-16.7,18.4,65.3,0,0,0,5,5,0
2023,20656,1,AWAY,EDM,Player246,WRIST,86.2,-4.6,5.4,58.1,0,0,0,3,5,0
2022,20261,1,AWAY,TOR,Player247,WRIST,82.0,13.8,15.4,63.1,0,0,0,5,5,0
2023,20916,2,HOME,NYR,Player248,SLAP,75.7,10.4,16.9,38.0,0,0,0,4,5,0
2022,20266,3,HOME,TBL,Player249,SNAP,49.9,-43.3,58.4,47.9,0,0,0,5,5,0
2022,20568,1,HOME,EDM,Player0,SNAP,53.9,16.8,38.9,25.5,0,0,0,5,5,0
2022,21002,3,AWAY,NYR,Player1,TIP-IN,80.9,3.1,8.7,20.6,0,0,0,4,5,0
2022,20781,3,HOME,BOS,Player2,WRIST,86.6,-6.7,7.1,70.3,0,0,0,5,5,0
